"Age","CountryYear","Code","Year","Births","Exposure","ASFR","AgeGrLabel"
"45","CHE1946","CHE",1946,327,163795.56,0.00199639111096784,"45-49"
"50","CHE1946","CHE",1946,0,141517.53,0,"50-54"
"10","CHE1947","CHE",1947,2,94301.95,0.0000212084691779968,"10-14"
"15","CHE1947","CHE",1947,2083,167819.71,0.0124121296598594,"15-19"
"20","CHE1947","CHE",1947,17864,174699.18,0.102255774755211,"20-24"
"25","CHE1947","CHE",1947,27564,167256.6,0.164800671543006,"25-29"
"30","CHE1947","CHE",1947,21546,166814.79,0.129161209266876,"30-34"
"35","CHE1947","CHE",1947,13856,184074.1,0.075274033663617,"35-39"
"40","CHE1947","CHE",1947,4471,178193.4,0.0250907160422328,"40-44"
"45","CHE1947","CHE",1947,338,167693.8,0.00201557839347668,"45-49"
"50","CHE1947","CHE",1947,0,145138.84,0,"50-54"
"10","CHE1948","CHE",1948,2,93232.05,0.00002145185051707,"10-14"
"15","CHE1948","CHE",1948,2140,168936.86,0.0126674545744487,"15-19"
"20","CHE1948","CHE",1948,18615,177027.62,0.105153082891811,"20-24"
"25","CHE1948","CHE",1948,28572,173748.12,0.16444494478559,"25-29"
"30","CHE1948","CHE",1948,20691,161599.88,0.128038461414699,"30-34"
"35","CHE1948","CHE",1948,13098,183663.78,0.0713150954423349,"35-39"
"40","CHE1948","CHE",1948,4325,180558.97,0.0239533931767555,"40-44"
"45","CHE1948","CHE",1948,320,170360.86,0.00187836572320661,"45-49"
"50","CHE1948","CHE",1948,0,148985.12,0,"50-54"
"10","CHE1949","CHE",1949,6,91873.76,0.0000653070038713992,"10-14"
"15","CHE1949","CHE",1949,2100,168095.87,0.0124928708837403,"15-19"
"20","CHE1949","CHE",1949,18411,179707.51,0.102449808580621,"20-24"
"25","CHE1949","CHE",1949,28778,181081.82,0.158922635082859,"25-29"
"30","CHE1949","CHE",1949,19390,157504.91,0.123107273290718,"30-34"
"35","CHE1949","CHE",1949,12216,182261.84,0.0670244522934697,"35-39"
"40","CHE1949","CHE",1949,4104,183217.38,0.022399621695278,"40-44"
"45","CHE1949","CHE",1949,303,172662.82,0.00175486534970296,"45-49"
"50","CHE1949","CHE",1949,0,152818.95,0,"50-54"
"10","CHE1950","CHE",1950,5,90360.3,0.0000553340349688967,"10-14"
"15","CHE1950","CHE",1950,2083,165844.1,0.0125599885675764,"15-19"
"20","CHE1950","CHE",1950,18502,181469.6,0.101956470946098,"20-24"
"25","CHE1950","CHE",1950,28765,183679.75,0.156604089454608,"25-29"
"30","CHE1950","CHE",1950,19250,159691.41,0.120544993622387,"30-34"
"35","CHE1950","CHE",1950,11821,179412.09,0.0658874215221505,"35-39"
"40","CHE1950","CHE",1950,4049,184649.21,0.0219280656548707,"40-44"
"45","CHE1950","CHE",1950,301,174562.36,0.00172431215984935,"45-49"
"50","CHE1950","CHE",1950,0,157120.95,0,"50-54"
"10","CHE1951","CHE",1951,3,89908.13,0.0000333673940276591,"10-14"
"15","CHE1951","CHE",1951,2074,164389.82,0.0126163530077471,"15-19"
"20","CHE1951","CHE",1951,18181,182945.05,0.0993795677991834,"20-24"
"25","CHE1951","CHE",1951,27872,184659.89,0.150936946837778,"25-29"
"30","CHE1951","CHE",1951,19019,165146.29,0.115164561068856,"30-34"
"35","CHE1951","CHE",1951,10676,174903.21,0.0610394743469831,"35-39"
"40","CHE1951","CHE",1951,3750,184905.71,0.0202806068022453,"40-44"
"45","CHE1951","CHE",1951,328,176212.6,0.00186138789167176,"45-49"
"50","CHE1951","CHE",1951,0,160943.76,0,"50-54"
"10","CHE1952","CHE",1952,4,90561.01,0.0000441691186968873,"10-14"
"15","CHE1952","CHE",1952,2159,164672.73,0.0131108532663544,"15-19"
"20","CHE1952","CHE",1952,18798,185236.6,0.101481024808272,"20-24"
"25","CHE1952","CHE",1952,28504,184980.99,0.154091509619448,"25-29"
"30","CHE1952","CHE",1952,19895,171319.19,0.116128263272783,"30-34"
"35","CHE1952","CHE",1952,10288,170980.47,0.0601706148076444,"35-39"
"40","CHE1952","CHE",1952,3580,184467.66,0.0194071958195816,"40-44"
"45","CHE1952","CHE",1952,321,177090.85,0.00181262894158563,"45-49"
"50","CHE1952","CHE",1952,0,164588.05,0,"50-54"
"10","CHE1953","CHE",1953,1,92596.09,0.000010799592077808,"10-14"
"15","CHE1953","CHE",1953,2125,164640.06,0.0129069437899865,"15-19"
"20","CHE1953","CHE",1953,19034,188329.33,0.101067635083712,"20-24"
"25","CHE1953","CHE",1953,28284,185700.19,0.152310021869121,"25-29"
"30","CHE1953","CHE",1953,20065,177182.44,0.113244856544475,"30-34"
"35","CHE1953","CHE",1953,9729,166452.11,0.0584492440498351,"35-39"
"40","CHE1953","CHE",1953,3509,183407.56,0.0191322538721959,"40-44"
"45","CHE1953","CHE",1953,282,179102.9,0.00157451386884299,"45-49"
"50","CHE1953","CHE",1953,0,167059.35,0,"50-54"
"10","CHE1954","CHE",1954,8,98506.99,0.0000812125109091243,"10-14"
"15","CHE1954","CHE",1954,2184,164611.83,0.0132675762124751,"15-19"
"20","CHE1954","CHE",1954,19404,190944.68,0.101621055899541,"20-24"
"25","CHE1954","CHE",1954,28489,186524.56,0.152735918529978,"25-29"
"30","CHE1954","CHE",1954,20417,183045.2,0.111540756053696,"30-34"
"35","CHE1954","CHE",1954,9520,162876.68,0.0584491285063031,"35-39"
"40","CHE1954","CHE",1954,3426,181355.95,0.0188910261835909,"40-44"
"45","CHE1954","CHE",1954,293,181261.84,0.0016164461311879,"45-49"
"50","CHE1954","CHE",1954,0,169206.65,0,"50-54"
"10","CHE1955","CHE",1955,5,106837.16,0.0000468001957371386,"10-14"
"15","CHE1955","CHE",1955,2263,164240.98,0.013778534443718,"15-19"
"20","CHE1955","CHE",1955,20222,193630.42,0.104436069497758,"20-24"
"25","CHE1955","CHE",1955,29174,187873.25,0.155285544908602,"25-29"
"30","CHE1955","CHE",1955,20555,184625.22,0.111333652033021,"30-34"
"35","CHE1955","CHE",1955,9389,165263.4,0.056812337153901,"35-39"
"40","CHE1955","CHE",1955,3432,178261.18,0.0192526493990447,"40-44"
"45","CHE1955","CHE",1955,291,182347.17,0.00159585695791166,"45-49"
"50","CHE1955","CHE",1955,0,171013.46,0,"50-54"
"10","CHE1956","CHE",1956,4,115185.29,0.0000347266565027531,"10-14"
"15","CHE1956","CHE",1956,2320,165891.23,0.0139850672033718,"15-19"
"20","CHE1956","CHE",1956,21045,194896.9,0.107980167975991,"20-24"
"25","CHE1956","CHE",1956,30290,189644.7,0.159719728523919,"25-29"
"30","CHE1956","CHE",1956,20986,185610.82,0.113064529320004,"30-34"
"35","CHE1956","CHE",1956,9867,170449.16,0.0578882289592979,"35-39"
"40","CHE1956","CHE",1956,3124,173341.98,0.0180221778936643,"40-44"
"45","CHE1956","CHE",1956,276,182606.81,0.00151144417888906,"45-49"
"50","CHE1956","CHE",1956,0,172763.97,0,"50-54"
"10","CHE1957","CHE",1957,3,120433.65,0.0000249099815541587,"10-14"
"15","CHE1957","CHE",1957,2702,172081.88,0.0157018275253618,"15-19"
"20","CHE1957","CHE",1957,22563,195559.02,0.115376933265466,"20-24"
"25","CHE1957","CHE",1957,31226,191335.42,0.163200310742256,"25-29"
"30","CHE1957","CHE",1957,20879,186241.89,0.112106894963319,"30-34"
"35","CHE1957","CHE",1957,10005,176223.35,0.056774542079696,"35-39"
"40","CHE1957","CHE",1957,3178,168565.43,0.018853213259682,"40-44"
"45","CHE1957","CHE",1957,267,182472.06,0.00146323771431089,"45-49"
"50","CHE1957","CHE",1957,0,173889.89,0,"50-54"
"10","CHE1958","CHE",1958,3,123924.42,0.000024208303738682,"10-14"
"15","CHE1958","CHE",1958,2691,181128.41,0.0148568631502921,"15-19"
"20","CHE1958","CHE",1958,22964,196002.16,0.117161974133346,"20-24"
"25","CHE1958","CHE",1958,31831,193513.99,0.164489399448588,"25-29"
"30","CHE1958","CHE",1958,20726,187306.21,0.110653031738777,"30-34"
"35","CHE1958","CHE",1958,10153,181719.78,0.0558717383435089,"35-39"
"40","CHE1958","CHE",1958,2825,163244.93,0.0173052847644334,"40-44"
"45","CHE1958","CHE",1958,228,181810.98,0.00125404967290754,"45-49"
"50","CHE1958","CHE",1958,0,176152.07,0,"50-54"
"10","CHE1959","CHE",1959,5,125669.12,0.0000397870216645107,"10-14"
"15","CHE1959","CHE",1959,2888,191733.17,0.015062599757778,"15-19"
"20","CHE1959","CHE",1959,23359,196302.04,0.118995197400903,"20-24"
"25","CHE1959","CHE",1959,32617,194961.84,0.167299405873478,"25-29"
"30","CHE1959","CHE",1959,20896,188581.46,0.11080622665664,"30-34"
"35","CHE1959","CHE",1959,10157,187318.69,0.0542230996810836,"35-39"
"40","CHE1959","CHE",1959,2780,158988.78,0.0174855106127615,"40-44"
"45","CHE1959","CHE",1959,271,180108.99,0.00150464449331485,"45-49"
"50","CHE1959","CHE",1959,0,178562.52,0,"50-54"
"10","CHE1960","CHE",1960,2,126599.55,0.0000157978444631122,"10-14"
"15","CHE1960","CHE",1960,3190,203046.94,0.0157106529160203,"15-19"
"20","CHE1960","CHE",1960,24346,196027.42,0.124196910819925,"20-24"
"25","CHE1960","CHE",1960,32523,196291.71,0.165687078685086,"25-29"
"30","CHE1960","CHE",1960,21110,190338.76,0.110907520885394,"30-34"
"35","CHE1960","CHE",1960,10135,188470.96,0.0537748627162508,"35-39"
"40","CHE1960","CHE",1960,2833,160768.78,0.0176215805083549,"40-44"
"45","CHE1960","CHE",1960,233,177380.46,0.00131356069321277,"45-49"
"50","CHE1960","CHE",1960,0,179904.33,0,"50-54"
"10","CHE1961","CHE",1961,6,129768.25,0.0000462362711988487,"10-14"
"15","CHE1961","CHE",1961,3746,217476.45,0.0172248535416134,"15-19"
"20","CHE1961","CHE",1961,26409,199627.41,0.132291452361176,"20-24"
"25","CHE1961","CHE",1961,34262,197999.83,0.173040552610575,"25-29"
"30","CHE1961","CHE",1961,21399,192933.51,0.110913858354622,"30-34"
"35","CHE1961","CHE",1961,10281,189705.7,0.054194470698561,"35-39"
"40","CHE1961","CHE",1961,2882,166613.9,0.0172974763810222,"40-44"
"45","CHE1961","CHE",1961,253,172789.06,0.00146421306997098,"45-49"
"50","CHE1961","CHE",1961,0,180507.79,0,"50-54"
"10","CHE1962","CHE",1962,6,134473.98,0.0000446182971605362,"10-14"
"15","CHE1962","CHE",1962,4124,230646.58,0.0178801697384804,"15-19"
"20","CHE1962","CHE",1962,29295,209167.25,0.140055386299719,"20-24"
"25","CHE1962","CHE",1962,35660,200978.73,0.177431711305968,"25-29"
"30","CHE1962","CHE",1962,21663,195762.1,0.110659826391319,"30-34"
"35","CHE1962","CHE",1962,10320,191170.15,0.0539833232332558,"35-39"
"40","CHE1962","CHE",1962,3046,174232.1,0.0174824271761633,"40-44"
"45","CHE1962","CHE",1962,208,168047.37,0.00123774623786138,"45-49"
"50","CHE1962","CHE",1962,0,180779.2,0,"50-54"
"10","CHE1963","CHE",1963,7,136147.75,0.0000514147314222967,"10-14"
"15","CHE1963","CHE",1963,4707,239981.39,0.0196140209038709,"15-19"
"20","CHE1963","CHE",1963,32070,220357.54,0.14553620447932,"20-24"
"25","CHE1963","CHE",1963,37268,204155.64,0.182547001885424,"25-29"
"30","CHE1963","CHE",1963,22382,198626.61,0.112683793979065,"30-34"
"35","CHE1963","CHE",1963,10332,192837.57,0.0535787709832685,"35-39"
"40","CHE1963","CHE",1963,3045,181700.01,0.01675839203311,"40-44"
"45","CHE1963","CHE",1963,182,162567.86,0.001119532483235,"45-49"
"50","CHE1963","CHE",1963,0,180448.05,0,"50-54"
"10","CHE1964","CHE",1964,8,134854.22,0.0000593233196558476,"10-14"
"15","CHE1964","CHE",1964,5038,243335.03,0.0207039652285164,"15-19"
"20","CHE1964","CHE",1964,33907,230218.82,0.147281616681034,"20-24"
"25","CHE1964","CHE",1964,37548,207291.98,0.181135806604771,"25-29"
"30","CHE1964","CHE",1964,22694,200606.03,0.113127207591915,"30-34"
"35","CHE1964","CHE",1964,10497,194024.03,0.054101546081689,"35-39"
"40","CHE1964","CHE",1964,3022,189064.6,0.015983954690619,"40-44"
"45","CHE1964","CHE",1964,176,158286.57,0.00111190734627707,"45-49"
"50","CHE1964","CHE",1964,0,178927.57,0,"50-54"
"10","CHE1965","CHE",1965,8,132477.31,0.0000603876995992748,"10-14"
"15","CHE1965","CHE",1965,5194,240912.32,0.021559711018515,"15-19"
"20","CHE1965","CHE",1965,34422,236156.19,0.145759465377554,"20-24"
"25","CHE1965","CHE",1965,37095,209317.74,0.177218615106393,"25-29"
"30","CHE1965","CHE",1965,22000,202565,0.108607113765952,"30-34"
"35","CHE1965","CHE",1965,10031,195245.71,0.0513762888823524,"35-39"
"40","CHE1965","CHE",1965,2878,191098.45,0.0150603000704611,"40-44"
"45","CHE1965","CHE",1965,207,160735.18,0.00128783257031846,"45-49"
"50","CHE1965","CHE",1965,0,176092.61,0,"50-54"
"10","CHE1966","CHE",1966,6,130055.2,0.0000461342568386347,"10-14"
"15","CHE1966","CHE",1966,5193,236278.04,0.0219783438190024,"15-19"
"20","CHE1966","CHE",1966,34099,242150.26,0.140817523797001,"20-24"
"25","CHE1966","CHE",1966,36458,212111.72,0.171881120006004,"25-29"
"30","CHE1966","CHE",1966,21376,203652.71,0.104963002947518,"30-34"
"35","CHE1966","CHE",1966,9637,196870.06,0.0489510695531865,"35-39"
"40","CHE1966","CHE",1966,2792,192056.91,0.014537357702985,"40-44"
"45","CHE1966","CHE",1966,177,166890.89,0.0010605731684935,"45-49"
"50","CHE1966","CHE",1966,0,171186.49,0,"50-54"
"10","CHE1967","CHE",1967,9,129339.32,0.0000695844078969953,"10-14"
"15","CHE1967","CHE",1967,5249,232805.73,0.022546695908215,"15-19"
"20","CHE1967","CHE",1967,34259,247571,0.138380504986448,"20-24"
"25","CHE1967","CHE",1967,35706,219225.5,0.162873388360387,"25-29"
"30","CHE1967","CHE",1967,20333,205325.4,0.0990281767379974,"30-34"
"35","CHE1967","CHE",1967,8967,198573.26,0.045157137471581,"35-39"
"40","CHE1967","CHE",1967,2689,192831.56,0.0139448127682004,"40-44"
"45","CHE1967","CHE",1967,205,174128.08,0.0011772943226618,"45-49"
"50","CHE1967","CHE",1967,0,166297.9,0,"50-54"
"10","CHE1968","CHE",1968,11,129375.24,0.0000850239968636966,"10-14"
"15","CHE1968","CHE",1968,5105,230027.39,0.0221930092759823,"15-19"
"20","CHE1968","CHE",1968,33865,252463.63,0.134138133084754,"20-24"
"25","CHE1968","CHE",1968,35330,228596.43,0.154551844926012,"25-29"
"30","CHE1968","CHE",1968,19546,207790.12,0.0940660701288396,"30-34"
"35","CHE1968","CHE",1968,8686,200736.25,0.0432707096999172,"35-39"
"40","CHE1968","CHE",1968,2390,194079.29,0.0123145545307797,"40-44"
"45","CHE1968","CHE",1968,197,181386.5,0.00108607862216868,"45-49"
"50","CHE1968","CHE",1968,0,160781.93,0,"50-54"
"10","CHE1969","CHE",1969,10,131136.99,0.000076256134901373,"10-14"
"15","CHE1969","CHE",1969,5152,225873.38,0.0228092394066091,"15-19"
"20","CHE1969","CHE",1969,32673,255619.56,0.127818857054601,"20-24"
"25","CHE1969","CHE",1969,35104,238956.89,0.146905159336481,"25-29"
"30","CHE1969","CHE",1969,18976,211113.55,0.0898852773779798,"30-34"
"35","CHE1969","CHE",1969,8222,202529.33,0.0405965891458783,"35-39"
"40","CHE1969","CHE",1969,2218,195180.62,0.0113638331510577,"40-44"
"45","CHE1969","CHE",1969,164,188764.61,0.000868806923077371,"45-49"
"50","CHE1969","CHE",1969,1,156511.25,0.00000638931706187255,"50-54"
"10","CHE1970","CHE",1970,7,134033.86,0.0000522256092602272,"10-14"
"15","CHE1970","CHE",1970,5019,221917.74,0.0226164884339576,"15-19"
"20","CHE1970","CHE",1970,31613,251301.52,0.125797090284213,"20-24"
"25","CHE1970","CHE",1970,34490,245441.61,0.140522220335827,"25-29"
"30","CHE1970","CHE",1970,18106,213595.52,0.0847676955022278,"30-34"
"35","CHE1970","CHE",1970,7796,204617.51,0.0381003561229926,"35-39"
"40","CHE1970","CHE",1970,2021,196402.96,0.0102900689480444,"40-44"
"45","CHE1970","CHE",1970,163,190715.81,0.000854674816943598,"45-49"
"50","CHE1970","CHE",1970,1,158833.39,0.00000629590541384277,"50-54"
"10","CHE1971","CHE",1971,11,136492.29,0.0000805906326284071,"10-14"
"15","CHE1971","CHE",1971,4803,221404.81,0.021693295642493,"15-19"
"20","CHE1971","CHE",1971,30187,243652.08,0.123893873592214,"20-24"
"25","CHE1971","CHE",1971,34364,250619.01,0.137116494076008,"25-29"
"30","CHE1971","CHE",1971,17529,216160.07,0.0810926828437833,"30-34"
"35","CHE1971","CHE",1971,7341,205400.95,0.0357398541730211,"35-39"
"40","CHE1971","CHE",1971,1879,197716.97,0.0095034836918652,"40-44"
"45","CHE1971","CHE",1971,147,191372.34,0.000768136084869945,"45-49"
"50","CHE1971","CHE",1971,0,164773.4,0,"50-54"
"10","CHE1972","CHE",1972,8,138016.92,0.0000579639076136462,"10-14"
"15","CHE1972","CHE",1972,4610,225265.32,0.0204647568476142,"15-19"
"20","CHE1972","CHE",1972,27917,241243.24,0.115721377311961,"20-24"
"25","CHE1972","CHE",1972,33662,255193.65,0.131907670900118,"25-29"
"30","CHE1972","CHE",1972,16677,221850.2,0.0751723460244796,"30-34"
"35","CHE1972","CHE",1972,6661,206179.27,0.0323068366669452,"35-39"
"40","CHE1972","CHE",1972,1677,198681.13,0.00844066067069379,"40-44"
"45","CHE1972","CHE",1972,126,191965.6,0.000656367599194856,"45-49"
"50","CHE1972","CHE",1972,4,171891.72,0.0000232704635220359,"50-54"
"10","CHE1973","CHE",1973,9,139775.53,0.0000643889527730641,"10-14"
"15","CHE1973","CHE",1973,4477,229139.25,0.0195383374956495,"15-19"
"20","CHE1973","CHE",1973,25978,241193.5,0.107706053438422,"20-24"
"25","CHE1973","CHE",1973,33282,258195.8,0.128902174241409,"25-29"
"30","CHE1973","CHE",1973,16143,228731.31,0.0705762582306725,"30-34"
"35","CHE1973","CHE",1973,6014,207235.68,0.0290200992415978,"35-39"
"40","CHE1973","CHE",1973,1507,200242.7,0.00752586735995869,"40-44"
"45","CHE1973","CHE",1973,106,192957.49,0.0005493437958796,"45-49"
"50","CHE1973","CHE",1973,2,178918.76,0.0000111782576628633,"50-54"
"10","CHE1974","CHE",1974,5,141971.11,0.0000352184328205929,"10-14"
"15","CHE1974","CHE",1974,4066,231143.8,0.0175907811500893,"15-19"
"20","CHE1974","CHE",1974,24741,239584.02,0.103266486637965,"20-24"
"25","CHE1974","CHE",1974,32653,259746.85,0.125710860401194,"25-29"
"30","CHE1974","CHE",1974,16198,236132.33,0.0685971294146803,"30-34"
"35","CHE1974","CHE",1974,5514,208957.68,0.0263881183979455,"35-39"
"40","CHE1974","CHE",1974,1234,201538.65,0.00612289503775082,"40-44"
"45","CHE1974","CHE",1974,95,193749.94,0.00049032273248704,"45-49"
"50","CHE1974","CHE",1974,1,185910.82,0.00000537892307720444,"50-54"
"10","CHE1975","CHE",1975,7,145149.61,0.0000482261027087844,"10-14"
"15","CHE1975","CHE",1975,3522,230866.49,0.015255570438135,"15-19"
"20","CHE1975","CHE",1975,22309,235859.54,0.0945859556921039,"20-24"
"25","CHE1975","CHE",1975,31135,257377.92,0.120969972871022,"25-29"
"30","CHE1975","CHE",1975,15459,241145.81,0.0641064424880532,"30-34"
"35","CHE1975","CHE",1975,4826,209254.64,0.0230628099811789,"35-39"
"40","CHE1975","CHE",1975,1143,202343.48,0.00564881062636661,"40-44"
"45","CHE1975","CHE",1975,63,194347.66,0.000324161350849298,"45-49"
"50","CHE1975","CHE",1975,0,187618.6,0,"50-54"
"10","CHE1976","CHE",1976,5,148252.99,0.0000337261326061619,"10-14"
"15","CHE1976","CHE",1976,2922,230956.41,0.0126517380487513,"15-19"
"20","CHE1976","CHE",1976,20616,231528.81,0.0890429143569649,"20-24"
"25","CHE1976","CHE",1976,29594,249976.62,0.118387071558932,"25-29"
"30","CHE1976","CHE",1976,15520,244824.04,0.0633924675044166,"30-34"
"35","CHE1976","CHE",1976,4497,209081.17,0.0215083931278938,"35-39"
"40","CHE1976","CHE",1976,974,201326.75,0.00483790653750681,"40-44"
"45","CHE1976","CHE",1976,70,194424.96,0.000360036077672332,"45-49"
"50","CHE1976","CHE",1976,1,187764.11,0.0000053258314381806,"50-54"
"10","CHE1977","CHE",1977,3,150620.12,0.0000199176577471854,"10-14"
"15","CHE1977","CHE",1977,2443,232935.01,0.010487903900749,"15-19"
"20","CHE1977","CHE",1977,19470,229728.98,0.0847520412966618,"20-24"
"25","CHE1977","CHE",1977,29309,243169.33,0.120529180221864,"25-29"
"30","CHE1977","CHE",1977,16127,246762.25,0.0653544048978318,"30-34"
"35","CHE1977","CHE",1977,4552,212623.34,0.0214087503281625,"35-39"
"40","CHE1977","CHE",1977,865,200600.48,0.00431205349059982,"40-44"
"45","CHE1977","CHE",1977,60,194157.51,0.000309027448899607,"45-49"
"50","CHE1977","CHE",1977,0,187430.74,0,"50-54"
"10","CHE1978","CHE",1978,3,150658.91,0.0000199125295676173,"10-14"
"15","CHE1978","CHE",1978,2375,236560.95,0.0100396959007816,"15-19"
"20","CHE1978","CHE",1978,18280,229417.86,0.0796799342474906,"20-24"
"25","CHE1978","CHE",1978,28793,238995.33,0.120475157401611,"25-29"
"30","CHE1978","CHE",1978,16521,248270.6,0.0665443270367091,"30-34"
"35","CHE1978","CHE",1978,4512,218726.46,0.0206285055772402,"35-39"
"40","CHE1978","CHE",1978,835,200621.61,0.0041620640966843,"40-44"
"45","CHE1978","CHE",1978,56,194816.56,0.000287449896456441,"45-49"
"50","CHE1978","CHE",1978,0,187638.93,0,"50-54"
"10","CHE1979","CHE",1979,6,148909.73,0.0000402928673633348,"10-14"
"15","CHE1979","CHE",1979,2335,241371.12,0.00967389967780735,"15-19"
"20","CHE1979","CHE",1979,18463,230776.3,0.0800038825477313,"20-24"
"25","CHE1979","CHE",1979,28981,235566.59,0.123026784061356,"25-29"
"30","CHE1979","CHE",1979,16763,248921.43,0.0673425345499582,"30-34"
"35","CHE1979","CHE",1979,4674,225918.72,0.0206888565940883,"35-39"
"40","CHE1979","CHE",1979,719,201519.74,0.00356788868425495,"40-44"
"45","CHE1979","CHE",1979,45,195369.67,0.000230332579258592,"45-49"
"50","CHE1979","CHE",1979,0,187950.4,0,"50-54"
"10","CHE1980","CHE",1980,5,146146.28,0.0000342122974324081,"10-14"
"15","CHE1980","CHE",1980,2455,247132.61,0.00993393789674297,"15-19"
"20","CHE1980","CHE",1980,18622,232946.75,0.0799410165627981,"20-24"
"25","CHE1980","CHE",1980,29315,234188.1,0.1251771546035,"25-29"
"30","CHE1980","CHE",1980,17568,249179.54,0.0705033808152949,"30-34"
"35","CHE1980","CHE",1980,4889,232711.24,0.021008869189129,"35-39"
"40","CHE1980","CHE",1980,752,202534.86,0.00371294107098403,"40-44"
"45","CHE1980","CHE",1980,55,196588.01,0.000279772911888167,"45-49"
"50","CHE1980","CHE",1980,0,188685.5,0,"50-54"
"10","CHE1981","CHE",1981,3,142883.26,0.0000209961614817579,"10-14"
"15","CHE1981","CHE",1981,2421,251139.27,0.00964006943239104,"15-19"
"20","CHE1981","CHE",1981,18843,236524.61,0.0796661286113103,"20-24"
"25","CHE1981","CHE",1981,29114,234946.57,0.123917535803992,"25-29"
"30","CHE1981","CHE",1981,17516,247730.26,0.070705936368048,"30-34"
"35","CHE1981","CHE",1981,5134,240480.19,0.0213489518616897,"35-39"
"40","CHE1981","CHE",1981,680,204827.81,0.00331986169260903,"40-44"
"45","CHE1981","CHE",1981,36,197203.66,0.000182552392790276,"45-49"
"50","CHE1981","CHE",1981,0,189680.26,0,"50-54"
"10","CHE1982","CHE",1982,4,138422.71,0.0000288969924082544,"10-14"
"15","CHE1982","CHE",1982,2365,252178.41,0.00937828103524009,"15-19"
"20","CHE1982","CHE",1982,18875,241347.3,0.0782067999103367,"20-24"
"25","CHE1982","CHE",1982,29872,237309.72,0.125877692662568,"25-29"
"30","CHE1982","CHE",1982,17873,245266.03,0.072871893429351,"30-34"
"35","CHE1982","CHE",1982,5175,245775.96,0.0210557615154875,"35-39"
"40","CHE1982","CHE",1982,717,210649.23,0.00340376273865326,"40-44"
"45","CHE1982","CHE",1982,35,197961.97,0.000176801635182758,"45-49"
"50","CHE1982","CHE",1982,0,190317.47,0,"50-54"
"10","CHE1983","CHE",1983,3,133948.07,0.0000223967392736603,"10-14"
"15","CHE1983","CHE",1983,2004,249549.78,0.00803046189822327,"15-19"
"20","CHE1983","CHE",1983,18354,246079.59,0.0745856249191573,"20-24"
"25","CHE1983","CHE",1983,29692,239605.95,0.123920128026871,"25-29"
"30","CHE1983","CHE",1983,17745,243191.26,0.072967260418816,"30-34"
"35","CHE1983","CHE",1983,5089,248920.23,0.0204443005697046,"35-39"
"40","CHE1983","CHE",1983,746,217939.98,0.00342296076194923,"40-44"
"45","CHE1983","CHE",1983,26,198679.47,0.00013086404951654,"45-49"
"50","CHE1983","CHE",1983,0,191329.81,0,"50-54"
"10","CHE1984","CHE",1984,5,129251.02,0.0000386844142506574,"10-14"
"15","CHE1984","CHE",1984,1907,244996.63,0.00778378053608329,"15-19"
"20","CHE1984","CHE",1984,18001,250433.45,0.071879375538691,"20-24"
"25","CHE1984","CHE",1984,30360,242623.85,0.125131968683211,"25-29"
"30","CHE1984","CHE",1984,18152,241086.34,0.0752925279798101,"30-34"
"35","CHE1984","CHE",1984,5447,250250.92,0.0217661537468074,"35-39"
"40","CHE1984","CHE",1984,800,225612.63,0.00354590077692016,"40-44"
"45","CHE1984","CHE",1984,38,199708.38,0.000190277443540426,"45-49"
"50","CHE1984","CHE",1984,0,191911.57,0,"50-54"
"10","CHE1985","CHE",1985,3,124526.46,0.0000240912654226258,"10-14"
"15","CHE1985","CHE",1985,1565,238983.28,0.00654857528108243,"15-19"
"20","CHE1985","CHE",1985,16932,254989.13,0.0664028305834057,"20-24"
"25","CHE1985","CHE",1985,31043,245625.47,0.126383473179715,"25-29"
"30","CHE1985","CHE",1985,18717,240854.72,0.077710746129451,"30-34"
"35","CHE1985","CHE",1985,5610,250491.7,0.0223959516423099,"35-39"
"40","CHE1985","CHE",1985,779,232661.02,0.00334821879488021,"40-44"
"45","CHE1985","CHE",1985,35,200642.21,0.000174439864871903,"45-49"
"50","CHE1985","CHE",1985,0,193039.18,0,"50-54"
"10","CHE1986","CHE",1986,3,119585.35,0.0000250866849492852,"10-14"
"15","CHE1986","CHE",1986,1499,233299.09,0.00642522866248642,"15-19"
"20","CHE1986","CHE",1986,16526,258372.85,0.0639618288067032,"20-24"
"25","CHE1986","CHE",1986,32014,249456.03,0.128335242086551,"25-29"
"30","CHE1986","CHE",1986,19704,242279.83,0.0813274468617549,"30-34"
"35","CHE1986","CHE",1986,5721,249133.17,0.0229636222266188,"35-39"
"40","CHE1986","CHE",1986,823,240307.43,0.00342477966661289,"40-44"
"45","CHE1986","CHE",1986,28.25,202849.84,0.000139265576941052,"45-49"
"50","CHE1986","CHE",1986,1.76,193499.58,0.00000909562697758827,"50-54"
"10","CHE1987","CHE",1987,7,115474.31,0.0000606195438621803,"10-14"
"15","CHE1987","CHE",1987,1366,227440.97,0.00600595398445584,"15-19"
"20","CHE1987","CHE",1987,15558,260282.82,0.0597734418276243,"20-24"
"25","CHE1987","CHE",1987,32177,254536.29,0.126414194219614,"25-29"
"30","CHE1987","CHE",1987,20513,245141.23,0.0836782943448558,"30-34"
"35","CHE1987","CHE",1987,6008,247237.02,0.0243005679327473,"35-39"
"40","CHE1987","CHE",1987,837,245490.82,0.00340949612698349,"40-44"
