"Age","CountryYear","Code","Year","Births","Exposure","ASFR","AgeGrLabel"
"20","ITA1975","ITA",1975,244349.11,1860714,0.131320079281394,"20-24"
"25","ITA1975","ITA",1975,281114.2,1975694.4,0.14228627666303,"25-29"
"30","ITA1975","ITA",1975,147773.89,1759186.51,0.0840012637432059,"30-34"
"35","ITA1975","ITA",1975,78240.63,1911803.04,0.0409250473835422,"35-39"
"40","ITA1975","ITA",1975,23367.1,1846522.84,0.0126546498607079,"40-44"
"45","ITA1975","ITA",1975,1709.94,1852867.94,0.000922861237482473,"45-49"
"50","ITA1975","ITA",1975,56.48,1846094.87,0.0000305943106813357,"50-54"
"10","ITA1976","ITA",1976,194.81,1329888.67,0.000146485946075471,"10-14"
"15","ITA1976","ITA",1976,63622.12,2022474.39,0.0314575652055599,"15-19"
"20","ITA1976","ITA",1976,236772.7,1869752.8,0.126633157067608,"20-24"
"25","ITA1976","ITA",1976,269343.27,1994829.6,0.135020690489052,"25-29"
"30","ITA1976","ITA",1976,141533.01,1739547.66,0.0813619616492715,"30-34"
"35","ITA1976","ITA",1976,72209.2,1927530.23,0.0374620324372293,"35-39"
"40","ITA1976","ITA",1976,20918.5,1831758.39,0.0114199012894927,"40-44"
"45","ITA1976","ITA",1976,1670.88,1863477.08,0.000896646391808586,"45-49"
"50","ITA1976","ITA",1976,93.31,1851264.13,0.0000504033965158716,"50-54"
"10","ITA1977","ITA",1977,36.14,1368694.18,0.0000264047297987341,"10-14"
"15","ITA1977","ITA",1977,56729.42,2066732.02,0.0274488513513232,"15-19"
"20","ITA1977","ITA",1977,227857.52,1892921.79,0.120373446596544,"20-24"
"25","ITA1977","ITA",1977,249954.46,1953739.85,0.127936408729136,"25-29"
"30","ITA1977","ITA",1977,139232.58,1802923.06,0.0772260242763771,"30-34"
"35","ITA1977","ITA",1977,64011.79,1911720.65,0.0334838617765624,"35-39"
"40","ITA1977","ITA",1977,17832.14,1827280.37,0.00975884176985932,"40-44"
"45","ITA1977","ITA",1977,1519.56,1858443.75,0.000817651865976573,"45-49"
"50","ITA1977","ITA",1977,72.56,1838267.97,0.0000394719383594547,"50-54"
"10","ITA1978","ITA",1978,80.19,1392466.04,0.0000575884780644273,"10-14"
"15","ITA1978","ITA",1978,53701.79,2116937.02,0.0253676842970038,"15-19"
"20","ITA1978","ITA",1978,218762.6,1918403.57,0.114033670193806,"20-24"
"25","ITA1978","ITA",1978,234513.29,1912890.9,0.122596270388447,"25-29"
"30","ITA1978","ITA",1978,138273.36,1867731.18,0.0740327952334126,"30-34"
"35","ITA1978","ITA",1978,57933.99,1876963.55,0.0308658045064327,"35-39"
"40","ITA1978","ITA",1978,16253.08,1847433.23,0.00879765489548978,"40-44"
"45","ITA1978","ITA",1978,1272.47,1849339.52,0.000688067272795857,"45-49"
"50","ITA1978","ITA",1978,61.05,1831716.27,0.0000333293976801331,"50-54"
"10","ITA1979","ITA",1979,122.57,1389817.97,0.0000881914053823897,"10-14"
"15","ITA1979","ITA",1979,50610.77,2175238.27,0.0232667706788737,"15-19"
"20","ITA1979","ITA",1979,208612.15,1949843.22,0.1069891916746,"20-24"
"25","ITA1979","ITA",1979,222017.9,1875182.63,0.118398014384338,"25-29"
"30","ITA1979","ITA",1979,134520.12,1936700.09,0.0694584157322985,"30-34"
"35","ITA1979","ITA",1979,51941.94,1828976.98,0.028399449838893,"35-39"
"40","ITA1979","ITA",1979,13622.02,1869988.41,0.00728454782241137,"40-44"
"45","ITA1979","ITA",1979,1137,1848056.82,0.00061524082360195,"45-49"
"50","ITA1979","ITA",1979,47.48,1826128.11,0.0000260003664255516,"50-54"
"10","ITA1980","ITA",1980,118.12,1371069.33,0.000086151733844123,"10-14"
"15","ITA1980","ITA",1980,46828.4,2230867.94,0.0209911125442952,"15-19"
"20","ITA1980","ITA",1980,200932.32,1983136.97,0.101320444850564,"20-24"
"25","ITA1980","ITA",1980,214607.16,1874456.78,0.114490321830733,"25-29"
"30","ITA1980","ITA",1980,133948.71,1989320.16,0.0673339127071431,"30-34"
"35","ITA1980","ITA",1980,47267.66,1772117.09,0.0266729891984733,"35-39"
"40","ITA1980","ITA",1980,12642.4,1896830.45,0.00666501320663637,"40-44"
"45","ITA1980","ITA",1980,901.47,1836535.1,0.000490853673311226,"45-49"
"50","ITA1980","ITA",1980,47.61,1834387.19,0.0000259541716490072,"50-54"
"10","ITA1981","ITA",1981,26.06,1354353.05,0.0000192416593295227,"10-14"
"15","ITA1981","ITA",1981,42135.58,2286761.85,0.0184258715003488,"15-19"
"20","ITA1981","ITA",1981,190264.38,2034580.02,0.0935153093659103,"20-24"
"25","ITA1981","ITA",1981,208061.85,1897406.72,0.109655904454686,"25-29"
"30","ITA1981","ITA",1981,129665.53,2012524.86,0.0644292811369297,"30-34"
"35","ITA1981","ITA",1981,45768.64,1763364.11,0.0259552974569727,"35-39"
"40","ITA1981","ITA",1981,11445.71,1917319.72,0.00596964078583618,"40-44"
"45","ITA1981","ITA",1981,786.16,1820615.75,0.00043180995220985,"45-49"
"50","ITA1981","ITA",1981,27.12,1843618.14,0.0000147102045763121,"50-54"
"10","ITA1982","ITA",1982,43.05,1336538.89,0.0000322100616166882,"10-14"
"15","ITA1982","ITA",1982,40766.7,2309889.23,0.0176487683783867,"15-19"
"20","ITA1982","ITA",1982,192065.67,2075461.15,0.0925412022287192,"20-24"
"25","ITA1982","ITA",1982,212527.77,1916343.12,0.110902775072973,"25-29"
"30","ITA1982","ITA",1982,129703.05,1968717.59,0.0658819988498198,"30-34"
"35","ITA1982","ITA",1982,48268.03,1823683.99,0.0264673212380397,"35-39"
"40","ITA1982","ITA",1982,10628,1904231.5,0.00558125416998931,"40-44"
"45","ITA1982","ITA",1982,704.79,1811234.41,0.000389121361712645,"45-49"
"50","ITA1982","ITA",1982,86.94,1836141.62,0.0000473492888854619,"50-54"
"10","ITA1983","ITA",1983,23.17,1320306.52,0.0000175489552229129,"10-14"
"15","ITA1983","ITA",1983,36735.74,2314700.57,0.0158706229549164,"15-19"
"20","ITA1983","ITA",1983,183723.24,2120383.29,0.0866462402653626,"20-24"
"25","ITA1983","ITA",1983,208351.72,1938463.33,0.107482930822323,"25-29"
"30","ITA1983","ITA",1983,125436.1,1922717.57,0.0652389627874467,"30-34"
"35","ITA1983","ITA",1983,49287.96,1879913.42,0.0262182074321274,"35-39"
"40","ITA1983","ITA",1983,9782.17,1870432.25,0.00522989806233292,"40-44"
"45","ITA1983","ITA",1983,596.45,1828414.15,0.000326211651774845,"45-49"
"50","ITA1983","ITA",1983,69.47,1824503.73,0.0000380761074136034,"50-54"
"10","ITA1984","ITA",1984,10.67,1305898.55,0.0000081706193792772,"10-14"
"15","ITA1984","ITA",1984,33232.08,2294081.66,0.0144860056986812,"15-19"
"20","ITA1984","ITA",1984,175356.49,2179016.41,0.080475066270841,"20-24"
"25","ITA1984","ITA",1984,205871.51,1964094.29,0.10481752889776,"25-29"
"30","ITA1984","ITA",1984,123588.85,1884022.42,0.0655983966475304,"30-34"
"35","ITA1984","ITA",1984,50118.36,1942189.27,0.0258050854127106,"35-39"
"40","ITA1984","ITA",1984,9216.41,1821427.11,0.00505999386382253,"40-44"
"45","ITA1984","ITA",1984,593.07,1848021.54,0.000320921584063355,"45-49"
"50","ITA1984","ITA",1984,53.63,1823907.83,0.0000294038981125488,"50-54"
"10","ITA1985","ITA",1985,22.14,1291262.54,0.0000171460096720532,"10-14"
"15","ITA1985","ITA",1985,28744.51,2258383.63,0.0127279128391486,"15-19"
"20","ITA1985","ITA",1985,168099.65,2235867.6,0.0751831861600392,"20-24"
"25","ITA1985","ITA",1985,207561.04,1991074.97,0.104245718080621,"25-29"
"30","ITA1985","ITA",1985,125013.83,1882433.52,0.0664107543091349,"30-34"
"35","ITA1985","ITA",1985,50680.52,1996420.92,0.0253856887053658,"35-39"
"40","ITA1985","ITA",1985,8805.1,1753150.01,0.00502244528407469,"40-44"
"45","ITA1985","ITA",1985,576.57,1875935.41,0.000307350667259914,"45-49"
"50","ITA1985","ITA",1985,15.79,1809576.5,0.00000872579855010275,"50-54"
"10","ITA1986","ITA",1986,27.91,1275779.53,0.0000218768206760615,"10-14"
"15","ITA1986","ITA",1986,24416.06,2225700.72,0.0109700553091433,"15-19"
"20","ITA1986","ITA",1986,155709.61,2277808.96,0.0683593807621162,"20-24"
"25","ITA1986","ITA",1986,201824.74,2023791.88,0.099726035070365,"25-29"
"30","ITA1986","ITA",1986,123739.66,1888844.62,0.0655107671058724,"30-34"
"35","ITA1986","ITA",1986,48750.76,2006541.51,0.0242959140177469,"35-39"
"40","ITA1986","ITA",1986,8581.83,1738542.86,0.00493621997906914,"40-44"
"45","ITA1986","ITA",1986,546.43,1893280.44,0.000288615457306473,"45-49"
"50","ITA1986","ITA",1986,5,1788602.64,0.00000279547837411221,"50-54"
"10","ITA1987","ITA",1987,21.78,1257477.89,0.0000173203840586016,"10-14"
"15","ITA1987","ITA",1987,22486.25,2199188.91,0.0102247923758401,"15-19"
"20","ITA1987","ITA",1987,148530.75,2300218.4,0.0645724553807586,"20-24"
"25","ITA1987","ITA",1987,203459,2067332.37,0.0984162019385398,"25-29"
"30","ITA1987","ITA",1987,126624.37,1909459.03,0.0663142638886575,"30-34"
"35","ITA1987","ITA",1987,49689.43,1957024.06,0.0253903010267539,"35-39"
"40","ITA1987","ITA",1987,9317.41,1807397.65,0.00515515221567318,"40-44"
"45","ITA1987","ITA",1987,512.6,1880642.44,0.000272566432139009,"45-49"
"50","ITA1987","ITA",1987,16.57,1780930.72,0.00000930412385721551,"50-54"
"10","ITA1988","ITA",1988,21.41,1220771.07,0.0000175380958200459,"10-14"
"15","ITA1988","ITA",1988,22162.1,2176662.15,0.0101816903463866,"15-19"
"20","ITA1988","ITA",1988,142807.82,2307601.74,0.0618858174374578,"20-24"
"25","ITA1988","ITA",1988,213887.75,2114882.3,0.101134587962649,"25-29"
"30","ITA1988","ITA",1988,136844.57,1933601.73,0.0707718491749591,"30-34"
"35","ITA1988","ITA",1988,52659.32,1914858.02,0.0275003783309219,"35-39"
"40","ITA1988","ITA",1988,10112.05,1865867.93,0.00541948861300167,"40-44"
"45","ITA1988","ITA",1988,541.66,1849966.71,0.000292794457906759,"45-49"
"50","ITA1988","ITA",1988,18.34,1799561.71,0.0000101913704309701,"50-54"
"10","ITA1989","ITA",1989,20.14,1168543.27,0.0000172351341341429,"10-14"
"15","ITA1989","ITA",1989,20673.18,2153859.9,0.00959820088576792,"15-19"
"20","ITA1989","ITA",1989,132034.23,2290660.29,0.0576402492226379,"20-24"
"25","ITA1989","ITA",1989,214632.24,2176087.2,0.098632187166029,"25-29"
"30","ITA1989","ITA",1989,138422.09,1961206.81,0.0705800577961485,"30-34"
"35","ITA1989","ITA",1989,52847,1879632.04,0.0281156092657369,"35-39"
"40","ITA1989","ITA",1989,10071.78,1930147.68,0.00521813957779645,"40-44"
"45","ITA1989","ITA",1989,539.56,1804142,0.000299067368311363,"45-49"
"50","ITA1989","ITA",1989,2.03,1820655.1,0.00000111498328266567,"50-54"
"10","ITA1990","ITA",1990,7.85,1105643.62,0.00000709993695798652,"10-14"
"15","ITA1990","ITA",1990,19206.82,2128507.13,0.00902361083469803,"15-19"
"20","ITA1990","ITA",1990,125503.59,2259858.55,0.0555360378639628,"20-24"
"25","ITA1990","ITA",1990,220453.71,2236112.91,0.0985879152229392,"25-29"
"30","ITA1990","ITA",1990,147340.63,1989990.68,0.0740408643521888,"30-34"
"35","ITA1990","ITA",1990,55504.6,1880495.95,0.0295159370058734,"35-39"
"40","ITA1990","ITA",1990,10902.26,1986212,0.00548897096583849,"40-44"
"45","ITA1990","ITA",1990,423.6,1739110.16,0.000243572839572164,"45-49"
"50","ITA1990","ITA",1990,0,1850225.23,0,"50-54"
"10","ITA1991","ITA",1991,5.48,1046643.96,0.00000523578237627244,"10-14"
"15","ITA1991","ITA",1991,17728.89,2088162.63,0.00849018641809522,"15-19"
"20","ITA1991","ITA",1991,117100.51,2243971.9,0.0521844814545138,"20-24"
"25","ITA1991","ITA",1991,217181.7,2292531.17,0.0947344589430381,"25-29"
"30","ITA1991","ITA",1991,151344.91,2032224.45,0.0744725367318556,"30-34"
"35","ITA1991","ITA",1991,56893.25,1894954.81,0.0300235391893066,"35-39"
"40","ITA1991","ITA",1991,10718.49,2005026.4,0.00534580991053285,"40-44"
"45","ITA1991","ITA",1991,349.48,1730924.5,0.000201903664775673,"45-49"
"50","ITA1991","ITA",1991,1.05,1874383.68,0.000000560184134765834,"50-54"
"10","ITA1992","ITA",1992,11.22,989300.48,0.0000113413469687187,"10-14"
"15","ITA1992","ITA",1992,15685.24,2025005.37,0.00774577699021114,"15-19"
"20","ITA1992","ITA",1992,109300.91,2230248.27,0.0490084047907366,"20-24"
"25","ITA1992","ITA",1992,219301.26,2326678.84,0.094255062722795,"25-29"
"30","ITA1992","ITA",1992,158638.78,2084588.69,0.0761007582747655,"30-34"
"35","ITA1992","ITA",1992,60236.36,1921417.07,0.0313499660955963,"35-39"
"40","ITA1992","ITA",1992,11347.31,1963210.46,0.00577997633529316,"40-44"
"45","ITA1992","ITA",1992,667.02,1803943.89,0.00036975651166179,"45-49"
"50","ITA1992","ITA",1992,27.69,1867990.99,0.0000148234119694549,"50-54"
"10","ITA1993","ITA",1993,15.35,946058.22,0.0000162252170907621,"10-14"
"15","ITA1993","ITA",1993,15394,1942464.67,0.00792498326365956,"15-19"
"20","ITA1993","ITA",1993,98618.49,2205619.08,0.0447123852410635,"20-24"
"25","ITA1993","ITA",1993,207913.08,2333216.93,0.089110051160138,"25-29"
"30","ITA1993","ITA",1993,159278.28,2133344.48,0.0746613036446885,"30-34"
"35","ITA1993","ITA",1993,60081.11,1944108.61,0.0309041941849123,"35-39"
"40","ITA1993","ITA",1993,10736.96,1921884.67,0.0055866827846647,"40-44"
"45","ITA1993","ITA",1993,526.04,1862061.88,0.000282504037943143,"45-49"
"50","ITA1993","ITA",1993,23.29,1838566.32,0.0000126674788647276,"50-54"
"10","ITA1994","ITA",1994,2.22,913900.91,0.00000242914737878968,"10-14"
"15","ITA1994","ITA",1994,13648.5,1852347.71,0.00736821706114777,"15-19"
"20","ITA1994","ITA",1994,88657.51,2179591.44,0.0406762058122232,"20-24"
"25","ITA1994","ITA",1994,197112.7,2315654.81,0.0851217975791478,"25-29"
"30","ITA1994","ITA",1994,164230.53,2195256.38,0.0748115488907041,"30-34"
"35","ITA1994","ITA",1994,61460.38,1970746.74,0.0311863410719127,"35-39"
"40","ITA1994","ITA",1994,10984.28,1886712.44,0.00582191528879727,"40-44"
"45","ITA1994","ITA",1994,536.49,1925797.4,0.000278580706360908,"45-49"
"50","ITA1994","ITA",1994,32.5,1793472.59,0.0000181212694195678,"50-54"
"10","ITA1995","ITA",1995,5.29,893820.39,0.00000591841499610453,"10-14"
"15","ITA1995","ITA",1995,12111.63,1751597.12,0.00691462086898156,"15-19"
"20","ITA1995","ITA",1995,78581.54,2149611.21,0.03655616403303,"20-24"
"25","ITA1995","ITA",1995,186050.59,2283574.63,0.0814734003241225,"25-29"
"30","ITA1995","ITA",1995,172095.59,2254432.24,0.0763365546972483,"30-34"
"35","ITA1995","ITA",1995,64836.25,1999037,0.0324337418466992,"35-39"
"40","ITA1995","ITA",1995,11843.61,1886702.67,0.00627741201002276,"40-44"
"45","ITA1995","ITA",1995,533.59,1981184.06,0.000269328837624506,"45-49"
"50","ITA1995","ITA",1995,6.05,1728414,0.00000350031878936412,"50-54"
"10","ITA1996","ITA",1996,2.05,872709.92,0.00000234900503938353,"10-14"
"15","ITA1996","ITA",1996,11506.17,1670199.04,0.00688910107384567,"15-19"
"20","ITA1996","ITA",1996,75117.87,2100628.96,0.0357597040840568,"20-24"
"25","ITA1996","ITA",1996,184611.83,2255893.27,0.0818353565104612,"25-29"
"30","ITA1996","ITA",1996,182198.47,2298238.53,0.0792774412323511,"30-34"
"35","ITA1996","ITA",1996,70244.03,2033711.29,0.0345398239884876,"35-39"
"40","ITA1996","ITA",1996,12409.29,1892651.93,0.00655656214610998,"40-44"
"45","ITA1996","ITA",1996,648.12,1993952.81,0.000325042797778148,"45-49"
"50","ITA1996","ITA",1996,2.07,1714104.84,0.00000120762741676874,"50-54"
"10","ITA1997","ITA",1997,9.03,854338.44,0.0000105695817690235,"10-14"
"15","ITA1997","ITA",1997,10745.25,1607797.25,0.00668321207789104,"15-19"
"20","ITA1997","ITA",1997,70449.36,2034842.71,0.0346215261031159,"20-24"
"25","ITA1997","ITA",1997,181209.71,2235175.48,0.0810718047068054,"25-29"
"30","ITA1997","ITA",1997,187554.06,2321439.01,0.0807921548625996,"30-34"
"35","ITA1997","ITA",1997,75734.46,2080870.29,0.0363955698555339,"35-39"
"40","ITA1997","ITA",1997,13621.44,1911214.42,0.00712711240426911,"40-44"
"45","ITA1997","ITA",1997,707.22,1948543.28,0.000362948058305382,"45-49"
"50","ITA1997","ITA",1997,17.49,1780376.24,0.00000982376623943263,"50-54"
"10","ITA1998","ITA",1998,1.05,834793.73,0.00000125779574314723,"10-14"
"15","ITA1998","ITA",1998,9581.48,1557605.3,0.00615141717866522,"15-19"
"20","ITA1998","ITA",1998,65555.22,1957910.24,0.033482239716975,"20-24"
"25","ITA1998","ITA",1998,175430.72,2216392.53,0.0791514669109627,"25-29"
"30","ITA1998","ITA",1998,188797.24,2329440.18,0.081048331535176,"30-34"
"35","ITA1998","ITA",1998,79296.94,2132680.96,0.0371818108227496,"35-39"
"40","ITA1998","ITA",1998,13768.28,1932974.59,0.00712284583109807,"40-44"
"45","ITA1998","ITA",1998,389.39,1910260.31,0.000203841328829158,"45-49"
"50","ITA1998","ITA",1998,22.32,1835957.74,0.0000121571425712664,"50-54"
"10","ITA1999","ITA",1999,2.44,816139.28,0.00000298968578010361,"10-14"
"15","ITA1999","ITA",1999,10544.08,1514411.4,0.00696249381112688,"15-19"
"20","ITA1999","ITA",1999,63052.32,1873940.67,0.0336469136987138,"20-24"
"25","ITA1999","ITA",1999,168355.16,2194109.61,0.0767305148442425,"25-29"
"30","ITA1999","ITA",1999,192430.72,2315621.36,0.08310111632413,"30-34"
"35","ITA1999","ITA",1999,87455.05,2195229.55,0.039838681107404,"35-39"
"40","ITA1999","ITA",1999,14903.52,1959979.59,0.00760391591628768,"40-44"
"45","ITA1999","ITA",1999,475.15,1876898.14,0.000253157051985783,"45-49"
"50","ITA1999","ITA",1999,23.53,1897761.12,0.000012398820774661,"50-54"
"10","ITA2000","ITA",2000,2.35,806795.6,0.00000291275758073049,"10-14"
"15","ITA2000","ITA",2000,10266.77,1485609.19,0.00691081481530146,"15-19"
"20","ITA2000","ITA",2000,60923.1,1780474.85,0.0342173325278928,"20-24"
"25","ITA2000","ITA",2000,165446.29,2168983.6,0.0762782577055908,"25-29"
"30","ITA2000","ITA",2000,195925.47,2288854.66,0.085599786401466,"30-34"
"35","ITA2000","ITA",2000,93980.72,2253302.27,0.0417079950840328,"35-39"
"40","ITA2000","ITA",2000,15963.96,1990461.15,0.00802023189450344,"40-44"
"45","ITA2000","ITA",2000,504.98,1876957.05,0.000269041851543699,"45-49"
"50","ITA2000","ITA",2000,25.34,1953471.22,0.0000129717805619885,"50-54"
"10","ITA2001","ITA",2001,2.22,808842.31,0.00000274466354263787,"10-14"
"15","ITA2001","ITA",2001,9723.35,1454363.65,0.00668563876716803,"15-19"
"20","ITA2001","ITA",2001,57967.97,1704837.74,0.0340020452620905,"20-24"
"25","ITA2001","ITA",2001,158196.88,2126295.56,0.0744002306057583,"25-29"
"30","ITA2001","ITA",2001,192382.64,2266025.14,0.0848987227034913,"30-34"
"35","ITA2001","ITA",2001,99480.18,2296493,0.0433183031692237,"35-39"
"40","ITA2001","ITA",2001,16968.55,2027952.22,0.00836733224414922,"40-44"
"45","ITA2001","ITA",2001,533.65,1881503.96,0.000283629485425053,"45-49"
"50","ITA2001","ITA",2001,26.58,1969425.78,0.0000134963197242193,"50-54"
"10","ITA2002","ITA",2002,2.06,822993.9,0.00000250305621949324,"10-14"
"15","ITA2002","ITA",2002,9233.36,1417229.9,0.00651507564157375,"15-19"
"20","ITA2002","ITA",2002,55181.65,1644418.89,0.0335569302539452,"20-24"
"25","ITA2002","ITA",2002,152948.62,2069046.37,0.0739222775369698,"25-29"
"30","ITA2002","ITA",2002,196679.67,2254759.09,0.0872286848170551,"30-34"
"35","ITA2002","ITA",2002,105139.4,2324816.48,0.0452248170573877,"35-39"
"40","ITA2002","ITA",2002,18409.52,2079355.26,0.00885347509112031,"40-44"
"45","ITA2002","ITA",2002,574.58,1899854.19,0.000302433735717371,"45-49"
"50","ITA2002","ITA",2002,29.12,1929217.38,0.0000150942036402347,"50-54"
"10","ITA2003","ITA",2003,3.1,830749.15,0.00000373157167840617,"10-14"
"15","ITA2003","ITA",2003,9696.54,1392159.13,0.00696510893837258,"15-19"
"20","ITA2003","ITA",2003,51661.45,1599479.33,0.0322989169231715,"20-24"
"25","ITA2003","ITA",2003,147571.89,2016296.24,0.0731895874586365,"25-29"
"30","ITA2003","ITA",2003,201649.57,2257982.29,0.0893052044265591,"30-34"
"35","ITA2003","ITA",2003,112297.54,2353776.97,0.0477095074984951,"35-39"
"40","ITA2003","ITA",2003,20416.73,2144554.53,0.00952026619719481,"40-44"
"45","ITA2003","ITA",2003,734.12,1932499.36,0.00037988110899038,"45-49"
"50","ITA2003","ITA",2003,32.06,1899939.69,0.0000168742198337885,"50-54"
"10","ITA2004","ITA",2004,11,836198.77,0.0000131547670178946,"10-14"
"15","ITA2004","ITA",2004,9946,1381963.33,0.00719700717384448,"15-19"
"20","ITA2004","ITA",2004,53761,1562142.85,0.0344149064216502,"20-24"
"25","ITA2004","ITA",2004,147352,1963154.63,0.0750587843403859,"25-29"
"30","ITA2004","ITA",2004,208389,2262934.43,0.0920879532510361,"30-34"
"35","ITA2004","ITA",2004,119657,2367824.98,0.050534562736136,"35-39"
"40","ITA2004","ITA",2004,22561,2225282.49,0.0101384880802257,"40-44"
"45","ITA2004","ITA",2004,827,1977675.04,0.000418167789587919,"45-49"
"50","ITA2004","ITA",2004,95.01,1877224.45,0.0000506119553258536,"50-54"
"10","ITA2005","ITA",2005,3,833389.75,0.00000359975629649873,"10-14"
"15","ITA2005","ITA",2005,9639,1382078.4,0.00697427873845652,"15-19"
"20","ITA2005","ITA",2005,52142,1531643.35,0.0340431733014086,"20-24"
"25","ITA2005","ITA",2005,139812,1884301.47,0.0741983181703934,"25-29"
"30","ITA2005","ITA",2005,205122,2258126.05,0.0908372674767204,"30-34"
"35","ITA2005","ITA",2005,121634,2359233.12,0.0515565837766808,"35-39"
"40","ITA2005","ITA",2005,24666,2294953.34,0.0107479309361471,"40-44"
"45","ITA2005","ITA",2005,891,2020366.78,0.000441009033023202,"45-49"
"50","ITA2005","ITA",2005,113,1884417.56,0.000059965478139569,"50-54"
"10","ITA2006","ITA",2006,6,823616.24,0.00000728494620261495,"10-14"
"15","ITA2006","ITA",2006,9519,1391686.82,0.00683990094840447,"15-19"
"20","ITA2006","ITA",2006,51858,1497072.14,0.0346396132921156,"20-24"
"25","ITA2006","ITA",2006,135734,1809326.46,0.0750190764357694,"25-29"
"30","ITA2006","ITA",2006,207760,2229164.51,0.0932008378331844,"30-34"
"35","ITA2006","ITA",2006,127183,2345799.82,0.0542173287403526,"35-39"
"40","ITA2006","ITA",2006,26804,2346853.2,0.0114212512312232,"40-44"
"45","ITA2006","ITA",2006,1051,2064029.31,0.000509198195446168,"45-49"
"50","ITA2006","ITA",2006,95,1895465.05,0.0000501196263154522,"50-54"
"10","ITA2007","ITA",2007,3.1,809075.95,0.0000038315315144394,"10-14"
"15","ITA2007","ITA",2007,9579.79,1410429.39,0.00679210889103778,"15-19"
"20","ITA2007","ITA",2007,52079.34,1474038.14,0.0353310668067245,"20-24"
"25","ITA2007","ITA",2007,132401.27,1758722.31,0.0752826465253631,"25-29"
"30","ITA2007","ITA",2007,207205.13,2191427.31,0.0945525909321628,"30-34"
"35","ITA2007","ITA",2007,132242.73,2345238.39,0.0563877559585744,"35-39"
"40","ITA2007","ITA",2007,28980.74,2389856.63,0.0121265600773717,"40-44"
"45","ITA2007","ITA",2007,1295.72,2124996.27,0.000609751658528794,"45-49"
"50","ITA2007","ITA",2007,145.19,1926005.11,0.0000753840159852951,"50-54"
"10","ITA2008","ITA",2008,7,801518.31,0.00000873342494197045,"10-14"
"15","ITA2008","ITA",2008,10187,1419588.82,0.00717602157503607,"15-19"
"20","ITA2008","ITA",2008,53939,1474699.85,0.0365762565175551,"20-24"
"25","ITA2008","ITA",2008,132504,1726058.92,0.0767667884709289,"25-29"
"30","ITA2008","ITA",2008,207343,2146207.08,0.0966090373721067,"30-34"
"35","ITA2008","ITA",2008,140100,2349609.59,0.0596269272121927,"35-39"
"40","ITA2008","ITA",2008,30986,2427368.04,0.0127652665312344,"40-44"
"45","ITA2008","ITA",2008,1486,2194232.43,0.000677229986980003,"45-49"
"50","ITA2008","ITA",2008,106.98,1966741.92,0.0000543945287951151,"50-54"
"10","ITA2009","ITA",2009,17,805010.66,0.0000211177327763585,"10-14"
"15","ITA2009","ITA",2009,9800,1418112.54,0.00691059399277296,"15-19"
"20","ITA2009","ITA",2009,53566,1478562.84,0.0362284230002696,"20-24"
"25","ITA2009","ITA",2009,129001,1689593.45,0.0763503196582586,"25-29"
"30","ITA2009","ITA",2009,200150,2080562.65,0.0961999389924644,"30-34"
"35","ITA2009","ITA",2009,141553,2344608.19,0.0603738401169707,"35-39"
"40","ITA2009","ITA",2009,32821,2436914.99,0.0134682580782188,"40-44"
"45","ITA2009","ITA",2009,1787,2270357.87,0.000787100581636498,"45-49"
"50","ITA2009","ITA",2009,161.99,2011829.29,0.0000805187601180615,"50-54"
"10","ITA2010","ITA",2010,1.99,804013.69,0.00000247508223398534,"10-14"
"15","ITA2010","ITA",2010,9383,1405324.36,0.00667675041226781,"15-19"
"20","ITA2010","ITA",2010,52151,1483648.6,0.0351505066631007,"20-24"
"25","ITA2010","ITA",2010,126444,1665763.59,0.0759075301916042,"25-29"
"30","ITA2010","ITA",2010,193779,1994008.5,0.0971806288689341,"30-34"
"35","ITA2010","ITA",2010,144022,2335808.68,0.061658303281928,"35-39"
"40","ITA2010","ITA",2010,34025,2428423.56,0.0140111472151917,"40-44"
"45","ITA2010","ITA",2010,1945,2342601.37,0.000830273568908568,"45-49"
"50","ITA2010","ITA",2010,193.01,2058150.44,0.0000937783731688729,"50-54"
"10","ITA2011","ITA",2011,25.99,807495.61,0.0000321859334938056,"10-14"
"15","ITA2011","ITA",2011,8975,1390882.28,0.00645273876089643,"15-19"
"20","ITA2011","ITA",2011,50822,1495936,0.0339733785402584,"20-24"
"25","ITA2011","ITA",2011,121658,1647903.53,0.073825923535706,"25-29"
"30","ITA2011","ITA",2011,185076,1924496.54,0.0961685283154627,"30-34"
"35","ITA2011","ITA",2011,142223,2305625.5,0.0616852129714908,"35-39"
"40","ITA2011","ITA",2011,35267,2414665.54,0.0146053353625115,"40-44"
"45","ITA2011","ITA",2011,2349,2392645.03,0.000981758668982335,"45-49"
"50","ITA2011","ITA",2011,211,2102969.51,0.000100334312502705,"50-54"
"10","ITA2012","ITA",2012,16.99,809022.28,0.000021000657732195,"10-14"
"15","ITA2012","ITA",2012,8781,1380875.37,0.0063590097924623,"15-19"
"20","ITA2012","ITA",2012,50355,1508425.31,0.0333824947554082,"20-24"
"25","ITA2012","ITA",2012,119222,1626339.8,0.0733069436042824,"25-29"
"30","ITA2012","ITA",2012,178723,1871886.97,0.0954774528934298,"30-34"
"35","ITA2012","ITA",2012,138037,2261943.18,0.0610258476961388,"35-39"
"40","ITA2012","ITA",2012,36217,2404483.77,0.015062276756395,"40-44"
